,player_name,team_name,ids,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,in_dreamteam
0,Leno,Arsenal,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
1,Nyland,Aston Villa,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
2,Ryan,Brighton,47,90,0,0,0,1,0,0,0,0,0,4,0,18,22.6,0.0,0.0,2.3,3,False
3,Button,Brighton,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
4,Begovic,Bournemouth,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
5,Boruc,Bournemouth,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
6,Travers,Bournemouth,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
7,Pope,Burnley,93,90,0,0,0,1,0,0,0,0,0,4,0,18,32.2,0.0,0.0,3.2,3,False
8,Heaton,Aston Villa,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
9,Hart,Burnley,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
10,Kepa,Chelsea,111,90,0,0,1,0,0,0,0,0,0,0,0,19,4.4,0.0,0.0,0.4,6,False
11,Caballero,Chelsea,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
12,Guaita,Crystal Palace,131,90,0,0,0,2,0,0,0,0,0,3,0,13,25.4,0.0,0.0,2.5,2,False
13,Hennessey,Crystal Palace,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
14,Pickford,Everton,148,90,0,0,0,1,0,0,0,0,0,0,0,11,4.0,0.0,0.0,0.4,2,False
15,Stekelenburg,Everton,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
16,Schmeichel,Leicester,168,90,0,0,1,0,0,0,0,0,0,1,0,21,11.6,0.0,0.0,1.2,6,False
17,Jakupovic,Leicester,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
18,Ward,Leicester,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
19,Alisson,Liverpool,189,90,0,0,0,2,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,1,False
20,Mignolet,Liverpool,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
21,Ederson,Man City,212,90,0,0,0,1,0,0,0,0,0,2,0,14,14.0,0.0,0.0,1.4,2,False
22,Bravo,Man City,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False
